area,bedrooms,bathrooms,location,price
3390,2,3,Mumbai,23140160
1390,1,3,Chennai,6244786
2738,5,3,Hyderabad,13796330
3195,5,3,Mumbai,23133115
4012,4,4,Bengaluru,19507421
4424,1,2,Vizag,13919493
1927,5,2,Vizag,8617039
4616,3,4,Hyderabad,19638914
2292,3,4,Hyderabad,11495834
1813,5,2,Vizag,8608966
722,5,4,Mumbai,10568430
2922,4,3,Chennai,13077109
2869,1,1,Mumbai,16559559
1285,4,1,Hyderabad,7367480
4131,3,2,Bengaluru,19240308
2838,2,4,Hyderabad,12930662
4492,2,1,Mumbai,26130181
3270,2,4,Hyderabad,14804965
1590,3,1,Chennai,6830862
1966,2,3,Chennai,8696405
1572,2,2,Bengaluru,8310244
4171,4,3,Chennai,17599284
1616,3,3,Chennai,7911583
2644,1,3,Vizag,9382441
861,5,2,Vizag,5595023
3381,4,2,Mumbai,23255794
1213,4,2,Chennai,7168693
4680,1,1,Mumbai,26569226
1791,5,2,Vizag,8617548
2087,1,3,Bengaluru,10228787
1420,1,1,Bengaluru,6667164
4346,4,3,Mumbai,28562911
4383,1,4,Hyderabad,17433316
2732,1,2,Bengaluru,12275510
3058,5,2,Bengaluru,15828335
2850,3,3,Chennai,11898318
958,1,2,Chennai,4111154
4039,4,1,Hyderabad,17253588
4645,5,3,Bengaluru,22754679
888,2,1,Bengaluru,5279135
2193,5,3,Mumbai,18123391
2079,5,4,Mumbai,18638903
3129,5,4,Bengaluru,17098738
3713,3,2,Hyderabad,16073216
3512,2,4,Vizag,13205135
4249,5,3,Chennai,17931001
1331,3,1,Bengaluru,7769310
1622,5,2,Vizag,8158777
4217,4,4,Bengaluru,20843385
1691,2,4,Mumbai,13552925
4650,4,1,Chennai,17502636
801,5,1,Bengaluru,6884466
2270,4,1,Bengaluru,12209506
1439,2,2,Bengaluru,7891766
3932,2,2,Mumbai,24059851
4606,2,3,Hyderabad,18438396
3033,5,2,Mumbai,22412281
3825,3,2,Bengaluru,18010915
3051,3,2,Hyderabad,12876759
1891,3,1,Bengaluru,9940863
4027,5,3,Chennai,16737666
3444,5,3,Mumbai,24848270
888,3,3,Hyderabad,6282359
2120,2,3,Chennai,9076361
2686,3,1,Mumbai,17719698
772,5,1,Mumbai,9486773
2943,1,4,Hyderabad,12844630
4331,4,3,Bengaluru,20615494
3787,5,3,Chennai,16824501
2784,5,2,Hyderabad,13565935
3012,4,4,Mumbai,21442582
1853,2,4,Vizag,8008566
4826,2,2,Bengaluru,20595237
2318,1,2,Bengaluru,10423100
4651,5,2,Hyderabad,20105444
2427,1,2,Chennai,9121709
1885,1,1,Hyderabad,7693448
4544,1,3,Hyderabad,18350042
652,2,3,Hyderabad,4699980
4097,1,1,Bengaluru,17684473
919,3,4,Vizag,5525099
2901,1,1,Chennai,10713492
2632,4,1,Hyderabad,12278381
3968,3,4,Vizag,15073826
657,4,3,Mumbai,8541584
3052,5,2,Chennai,13953165
2789,4,3,Chennai,12438822
2465,4,4,Mumbai,19479696
3143,2,1,Vizag,11047153
2775,3,1,Chennai,11248961
4173,5,2,Vizag,15574738
1484,5,1,Vizag,7238444
3210,2,3,Chennai,12704420
956,2,3,Vizag,4923905
4042,1,1,Chennai,14677125
1914,2,4,Chennai,8608350
3710,3,3,Mumbai,24250769
2925,5,3,Vizag,11819000
1507,5,4,Mumbai,14626760
2875,4,4,Hyderabad,13854966
3889,4,2,Mumbai,26574330
3239,1,2,Bengaluru,13769776
1748,2,3,Hyderabad,8821431
4087,1,4,Vizag,13902791
1404,5,1,Chennai,7788692
2498,1,2,Bengaluru,11204006
3949,3,2,Bengaluru,18420635
3888,2,3,Chennai,15245656
4453,5,4,Mumbai,30296641
755,3,1,Hyderabad,4773894
2849,4,1,Hyderabad,13285095
2959,3,1,Mumbai,19495688
2089,4,4,Chennai,10302387
2852,2,3,Vizag,10334763
2213,3,3,Bengaluru,12192675
3912,2,2,Bengaluru,17798816
3143,1,1,Chennai,11254939
3303,2,2,Bengaluru,14793574
2352,2,3,Chennai,9658066
2585,4,4,Bengaluru,14482041
4909,3,3,Bengaluru,22584249
2855,1,2,Bengaluru,12869128
4292,3,3,Bengaluru,19434057
1510,1,4,Chennai,6524816
575,1,2,Hyderabad,3304534
4463,2,1,Hyderabad,17441495
1987,3,3,Vizag,8249118
1376,1,2,Bengaluru,6924321
2612,3,2,Hyderabad,12012302
2716,5,2,Vizag,11250580
1371,1,4,Mumbai,10966819
3404,4,3,Mumbai,23061580
2263,5,2,Hyderabad,11571409
3031,3,1,Hyderabad,13252750
1882,1,2,Mumbai,12165689
3500,4,2,Mumbai,23922143
2334,5,2,Bengaluru,12789425
4425,1,3,Bengaluru,19452468
1031,3,2,Vizag,5407638
1648,5,4,Vizag,8466389
4001,5,3,Vizag,15451583
1043,4,3,Vizag,5807639
1649,4,2,Bengaluru,10561534
2040,4,3,Bengaluru,11875547
4609,3,3,Mumbai,29626460
4042,3,3,Hyderabad,16963340
4614,2,3,Vizag,14859335
4250,2,1,Mumbai,24764420
3487,2,3,Bengaluru,16428368
2923,4,1,Mumbai,19923244
4685,1,1,Chennai,16398369
2608,5,4,Bengaluru,14675000
3598,1,3,Vizag,11991831
3451,5,4,Vizag,14396891
1008,2,4,Bengaluru,6928475
4270,2,1,Bengaluru,18811307
1648,3,1,Chennai,7426037
1675,5,4,Bengaluru,11002475
1374,4,3,Chennai,8088768
3253,5,1,Chennai,13938324
3847,1,3,Chennai,14886695
3854,2,2,Vizag,12924428
4692,1,1,Chennai,16099960
4676,5,1,Hyderabad,20597835
4401,3,1,Bengaluru,19351945
1097,2,4,Mumbai,10174924
3286,5,3,Bengaluru,16054976
1763,4,1,Vizag,7512872
3456,3,3,Vizag,13171839
3911,4,2,Hyderabad,17142798
2698,4,2,Chennai,11887641
4443,4,4,Mumbai,28882189
3120,2,2,Hyderabad,13044114
2077,4,3,Bengaluru,11568166
1287,2,2,Vizag,5488655
4323,5,1,Chennai,17334004
2611,4,2,Vizag,10440388
2222,2,1,Mumbai,14094462
3729,4,4,Vizag,14756765
3096,4,4,Hyderabad,14766799
3528,4,2,Bengaluru,16803161
1915,4,3,Mumbai,16455627
1429,5,2,Vizag,7350873
615,4,3,Chennai,5152439
1390,1,4,Hyderabad,7083091
1537,3,4,Bengaluru,9890983
1240,5,2,Hyderabad,8084688
4612,3,3,Vizag,17182163
795,3,2,Vizag,4672353
811,5,3,Chennai,6168016
551,5,3,Hyderabad,5764409
893,4,4,Hyderabad,7185249
1511,1,1,Chennai,5803127
4186,4,3,Hyderabad,18286793
2590,3,3,Bengaluru,13346150
2257,5,1,Mumbai,16347146
2256,5,1,Bengaluru,12563384
1692,1,2,Hyderabad,7413652
4722,5,1,Vizag,16609311
3677,4,2,Chennai,15208463
3108,2,3,Chennai,12683328
606,5,2,Hyderabad,5887217
2190,4,3,Chennai,10745059
2638,4,1,Vizag,10088305
4150,2,4,Hyderabad,17793291
4633,2,4,Hyderabad,20006337
781,1,3,Vizag,3607470
1638,1,3,Chennai,6747747
1060,3,1,Mumbai,8813439
3614,1,2,Chennai,13201631
3070,5,3,Vizag,12518557
673,2,1,Hyderabad,4048088
2597,5,1,Vizag,10818454
2326,4,1,Chennai,10402440
1165,5,2,Vizag,6593527
1243,3,2,Hyderabad,7178069
2281,1,2,Hyderabad,9586278
4335,1,4,Mumbai,26958231
3993,5,1,Mumbai,26704672
746,4,1,Chennai,4892041
1542,1,1,Vizag,5699931
4110,4,2,Mumbai,26432940
1282,4,3,Mumbai,11834368
2035,1,1,Mumbai,12756083
3640,1,1,Bengaluru,15524857
3918,2,4,Bengaluru,17771512
618,1,4,Vizag,3796397
1157,5,1,Vizag,6388395
1808,1,3,Vizag,6683403
2689,4,1,Chennai,11456588
1655,3,3,Vizag,7409677
3059,5,3,Chennai,13977506
4157,5,3,Chennai,17749833
4316,3,1,Vizag,14518078
1451,1,4,Vizag,6244543
1283,4,4,Chennai,8136205
3531,1,4,Chennai,13254440
3249,1,4,Hyderabad,13599799
4260,2,3,Mumbai,26348747
1799,4,1,Vizag,7749048
4915,4,2,Vizag,17286882
2057,3,1,Bengaluru,11054440
1093,3,2,Vizag,5274267
569,1,2,Mumbai,5135819
1591,2,3,Hyderabad,8075753
4757,3,3,Mumbai,29319339
1094,1,4,Bengaluru,6588097
1767,5,3,Mumbai,15965955
1047,5,3,Bengaluru,8540953
4767,3,3,Vizag,16288880
895,1,4,Hyderabad,5346738
1377,1,1,Vizag,4783835
1840,1,1,Bengaluru,7936235
787,2,2,Vizag,3973938
2050,5,2,Vizag,9494790
1906,3,1,Chennai,8481663
3059,4,3,Mumbai,22370919
2373,3,1,Hyderabad,10817578
3358,4,2,Vizag,12775534
961,1,1,Vizag,3689181
636,4,1,Bengaluru,5316623
1096,3,2,Hyderabad,6252732
3779,3,3,Bengaluru,18305371
545,5,2,Chennai,4959274
4378,3,1,Vizag,14712985
2637,2,2,Hyderabad,11588845
4649,1,1,Vizag,15303652
1943,1,1,Mumbai,11787602
2888,3,4,Chennai,12732058
2684,1,1,Chennai,10008298
936,1,4,Hyderabad,5448337
4876,3,4,Chennai,18658708
2976,4,1,Mumbai,20304295
916,5,4,Bengaluru,8087934
803,5,2,Hyderabad,6667323
859,2,2,Hyderabad,4880915
2002,3,3,Mumbai,14717660
4562,3,1,Hyderabad,18355341
2183,1,1,Vizag,7341848
2530,4,4,Chennai,12189893
4471,4,2,Hyderabad,19034400
2864,1,4,Vizag,10539289
1400,3,2,Hyderabad,7484453
4707,3,3,Chennai,17919962
4378,2,1,Hyderabad,17757760
4386,3,1,Hyderabad,17767352
3138,4,2,Chennai,13307030
2174,3,1,Mumbai,14761275
4405,5,1,Vizag,15990608
3765,3,3,Vizag,13883393
2867,3,2,Mumbai,19731783
1124,5,2,Mumbai,11790748
2828,2,3,Chennai,11295639
4724,5,3,Bengaluru,22744131
4455,1,2,Chennai,16254851
3422,1,1,Chennai,12518081
4330,1,3,Vizag,14277343
2651,4,4,Vizag,11406759
2481,3,2,Mumbai,17204943
4173,5,2,Bengaluru,20314340
4439,3,3,Vizag,15560819
4989,1,3,Bengaluru,21145808
2629,2,3,Hyderabad,11266391
788,4,3,Vizag,5517133
1774,5,2,Hyderabad,10047690
993,3,2,Vizag,5159896
3549,1,4,Mumbai,22458138
2425,5,3,Bengaluru,13757752
4556,5,2,Hyderabad,20755355
1179,3,4,Hyderabad,7515388
2482,1,3,Bengaluru,11561757
3927,1,1,Vizag,12177826
958,5,1,Hyderabad,6860394
3646,4,2,Hyderabad,15621658
667,4,4,Bengaluru,6759900
635,1,1,Mumbai,4827117
1830,5,1,Mumbai,15006257
855,4,2,Bengaluru,6602215
2069,1,2,Hyderabad,8763265
913,4,1,Chennai,5466275
2674,2,4,Mumbai,18033596
2764,3,4,Bengaluru,14504334
2187,3,3,Bengaluru,11108119
2430,5,1,Mumbai,18536563
1776,3,2,Chennai,7861190
4567,3,3,Chennai,18451035
4059,2,3,Bengaluru,17592943
4966,1,4,Mumbai,28365814
2161,1,3,Mumbai,13797122
3866,4,2,Hyderabad,17439864
4552,3,4,Bengaluru,21267049
3249,4,4,Chennai,13893333
3842,3,2,Mumbai,24760313
2588,2,3,Mumbai,17739846
1058,5,1,Mumbai,10661557
4513,4,4,Chennai,18655123
816,3,4,Chennai,5620185
3244,5,4,Vizag,13447619
4097,3,4,Bengaluru,20027155
4695,1,2,Mumbai,28001697
2681,1,4,Vizag,9357832
516,1,3,Chennai,3350984
3234,2,3,Bengaluru,15171710
1538,2,2,Mumbai,11401133
2932,5,2,Hyderabad,13805892
3439,3,2,Bengaluru,16974990
1225,1,1,Mumbai,8341169
3410,3,2,Hyderabad,14683846
1761,2,1,Chennai,7004311
2912,5,3,Chennai,13275235
2848,4,3,Bengaluru,14691630
4497,1,2,Mumbai,27123966
4035,5,1,Bengaluru,19731530
1510,2,1,Chennai,6374961
1549,2,4,Bengaluru,8838344
3191,2,1,Mumbai,19550949
3777,4,1,Vizag,13552129
3315,4,3,Bengaluru,17250442
2294,5,4,Mumbai,19124516
1013,3,3,Chennai,6050057
2504,5,1,Hyderabad,12532393
2613,1,2,Vizag,9179397
3052,5,3,Mumbai,22802374
1573,3,3,Hyderabad,8529966
518,3,4,Hyderabad,4995695
3975,1,3,Vizag,12796796
3256,1,2,Hyderabad,13167035
2299,2,3,Chennai,9649566
4623,4,3,Chennai,19048620
2087,1,4,Hyderabad,9234190
2780,4,1,Hyderabad,13043499
1164,5,2,Chennai,7315011
3990,5,1,Chennai,16138796
1143,1,1,Vizag,4386343
2825,3,4,Bengaluru,14257768
1870,1,3,Mumbai,12080442
1683,5,3,Bengaluru,10925611
3710,1,1,Mumbai,21030378
2474,1,3,Chennai,9399475
1565,2,2,Hyderabad,7870625
3932,2,4,Hyderabad,17001196
2931,2,4,Hyderabad,13450470
2759,1,4,Bengaluru,12955506
2910,1,1,Hyderabad,11533104
2646,5,1,Chennai,11416830
1625,3,2,Hyderabad,8386416
4863,2,1,Bengaluru,21705184
4303,4,3,Hyderabad,18591546
4660,4,4,Mumbai,31965616
4663,3,2,Hyderabad,19125029
777,4,1,Vizag,4545330
3774,3,1,Vizag,13439633
3175,2,2,Mumbai,20754997
2076,2,3,Vizag,7793172
3305,1,4,Bengaluru,15084812
4958,3,2,Hyderabad,20073738
2675,1,1,Bengaluru,11510588
894,2,2,Bengaluru,5745339
2922,1,1,Vizag,9502496
1584,4,4,Bengaluru,10109288
3723,5,1,Chennai,16142688
3101,4,4,Mumbai,23195720
2215,4,2,Mumbai,17136320
3147,3,1,Chennai,12312100
3543,5,1,Bengaluru,18040953
4002,4,4,Mumbai,26306186
3035,4,1,Chennai,12342448
1453,5,2,Bengaluru,10041683
4567,1,3,Mumbai,27216900
2637,4,4,Chennai,12482807
3404,2,2,Vizag,11914745
4121,3,1,Vizag,13841876
1415,2,4,Mumbai,11717718
3109,2,4,Vizag,11478344
3908,3,1,Chennai,14467089
2177,2,2,Hyderabad,9876209
557,5,1,Vizag,4181112
2645,2,2,Vizag,9285372
4114,1,2,Chennai,14815651
1501,2,1,Chennai,6405127
3450,5,2,Mumbai,24372070
3477,5,2,Chennai,15861422
2748,4,3,Vizag,11120150
970,5,3,Vizag,6512361
1759,5,2,Hyderabad,10010770
3596,5,1,Mumbai,24427537
4669,2,3,Chennai,17155974
3589,2,1,Vizag,12013129
951,3,1,Chennai,5076562
2712,4,3,Bengaluru,14294049
1091,1,2,Hyderabad,5118498
2779,1,2,Vizag,9544416
2538,4,4,Chennai,12102502
1650,4,4,Bengaluru,10568306
4454,3,1,Vizag,15401702
1895,2,4,Bengaluru,10061954
1154,4,4,Mumbai,11879240
2377,4,1,Bengaluru,12110718
2967,4,2,Bengaluru,14774097
1082,2,4,Mumbai,9384122
3262,3,2,Chennai,12954746
3046,3,2,Hyderabad,13240525
3706,4,4,Vizag,14091842
2463,2,2,Chennai,9831682
2813,4,1,Chennai,11770132
2183,4,3,Chennai,9929624
829,2,3,Bengaluru,5748557
4720,2,4,Hyderabad,20206111
1684,2,2,Mumbai,12251252
3524,4,2,Vizag,12729454
4145,1,4,Chennai,15972380
1492,5,3,Hyderabad,9559865
522,2,1,Chennai,3208866
1130,2,4,Hyderabad,6934677
4175,1,3,Mumbai,24858595
1430,1,1,Mumbai,9049108
4172,3,2,Chennai,15926957
2604,4,4,Bengaluru,14254318
3101,5,1,Mumbai,22242458
2397,2,3,Vizag,8920828
2674,3,3,Bengaluru,13881528
4774,4,3,Hyderabad,20748599
4422,1,3,Vizag,14764094
3806,5,4,Chennai,16527734
971,2,3,Chennai,5184499
2565,5,3,Bengaluru,14986143
1209,3,1,Bengaluru,7272393
1775,2,3,Hyderabad,8598678
2318,3,4,Bengaluru,12622681
3978,3,2,Hyderabad,16433467
1287,2,2,Mumbai,9639404
1917,3,1,Bengaluru,9958184
945,1,1,Mumbai,6515260
4059,3,1,Bengaluru,18304574
3228,3,1,Hyderabad,12976629
1805,4,2,Bengaluru,10645178
2119,1,4,Vizag,7907540
1958,4,4,Vizag,9094763
1948,2,3,Vizag,7746001
4354,2,1,Bengaluru,18103635
3342,5,4,Chennai,15718675
709,3,1,Mumbai,7142356
3504,1,1,Hyderabad,13765411
2878,1,1,Chennai,10250241
4693,2,2,Vizag,15836476
1349,3,1,Vizag,5651727
3078,1,4,Bengaluru,14714048
3102,1,3,Hyderabad,12604501
3436,1,3,Bengaluru,15063019
2173,1,3,Bengaluru,9981869
1444,2,1,Hyderabad,6579920
2454,2,1,Bengaluru,10875453
2619,5,4,Mumbai,20969565
3739,1,4,Hyderabad,14910488
1590,1,3,Vizag,6547345
3732,2,1,Vizag,12170916
1703,2,4,Mumbai,13952955
1856,3,3,Vizag,7522404
4088,1,2,Vizag,13146402
1787,2,4,Vizag,7622071
2975,1,2,Bengaluru,13249437
3418,2,4,Bengaluru,16509987
1959,4,4,Hyderabad,10686659
2372,2,2,Mumbai,15826591
1642,5,2,Chennai,8874652
3208,3,3,Mumbai,21680048
1310,2,4,Chennai,6691696
4153,1,1,Hyderabad,16190442
4194,5,3,Hyderabad,19805493
4528,3,3,Chennai,17564776
3525,5,4,Bengaluru,18526791
3473,2,2,Hyderabad,14779126
873,4,2,Mumbai,9625119
1306,3,2,Bengaluru,8079524
1925,5,1,Hyderabad,10172921
1033,2,2,Mumbai,8247850
3831,4,4,Vizag,14312921
1438,1,1,Chennai,5660589
3817,4,4,Mumbai,26567018
3961,2,2,Chennai,15107286
4997,1,1,Vizag,15690080
2468,4,2,Bengaluru,12743172
4694,3,1,Hyderabad,19268006
1821,4,1,Hyderabad,9381611
4462,5,2,Bengaluru,21061925
1188,1,3,Vizag,5115749
3855,4,3,Mumbai,25221192
1181,2,1,Hyderabad,5852598
1167,4,2,Chennai,6659504
2479,2,3,Chennai,10055524
2618,2,2,Mumbai,17126305
4829,4,1,Chennai,18544620
2702,3,2,Hyderabad,12543445
4508,4,3,Bengaluru,21455490
1931,2,4,Bengaluru,9990205
4832,2,3,Bengaluru,20971725
2968,4,3,Mumbai,21351521
2400,5,3,Vizag,10755623
4125,3,3,Chennai,16318185
3370,4,4,Chennai,14387276
1136,3,1,Bengaluru,6744813
1061,3,1,Mumbai,8753545
1274,4,3,Hyderabad,7952222
4081,1,1,Hyderabad,15999619
2417,2,1,Vizag,8435219
4036,3,1,Bengaluru,18471758
2622,3,3,Bengaluru,13312964
2348,5,1,Vizag,9683524
1537,2,3,Bengaluru,8552176
2868,5,2,Hyderabad,14011795
646,2,3,Vizag,3814402
2294,3,3,Bengaluru,11699836
1401,4,2,Mumbai,12098175
3714,4,1,Bengaluru,17958505
3005,5,4,Chennai,13856911
1325,4,4,Vizag,7028223
2062,3,2,Mumbai,15196184
3434,1,4,Vizag,11772355
4764,3,1,Vizag,15382095
4975,3,3,Mumbai,31525134
4963,3,4,Vizag,17664166
3526,1,4,Vizag,12170052
817,5,4,Vizag,6347289
629,4,4,Chennai,5679516
3562,1,3,Bengaluru,15926707
3930,4,1,Hyderabad,17384359
1672,1,3,Bengaluru,8187835
871,4,2,Vizag,5063002
1650,4,2,Vizag,7533344
3861,2,2,Vizag,13112519
3048,5,3,Chennai,13533981
4835,3,2,Hyderabad,19401556
3605,1,2,Chennai,13172576
3682,1,3,Vizag,12400537
4131,5,2,Bengaluru,20284466
3359,4,4,Mumbai,22798645
2575,3,3,Chennai,11105146
2559,5,2,Vizag,11168884
3212,5,2,Hyderabad,15021382
1188,1,2,Bengaluru,6266044
3541,1,4,Vizag,11912754
2759,5,4,Hyderabad,13888959
3779,5,2,Hyderabad,16831697
4679,4,3,Bengaluru,22295336
2739,5,3,Chennai,12802231
2781,5,2,Bengaluru,14598392
3656,5,1,Hyderabad,16690920
2786,3,4,Mumbai,19513439
3143,4,4,Vizag,12181615
1077,4,4,Vizag,6492791
4701,1,4,Mumbai,27927997
3104,5,4,Chennai,14607314
1666,1,1,Vizag,5989630
2830,5,2,Bengaluru,14449483
1285,3,4,Bengaluru,8349132
4190,3,2,Chennai,16992294
1930,2,3,Vizag,7691701
2259,3,1,Hyderabad,10204005
564,4,1,Bengaluru,5272681
1547,2,4,Mumbai,12329506
2500,4,2,Mumbai,18396983
591,5,4,Hyderabad,6834076
4577,3,1,Chennai,16574788
4177,2,4,Bengaluru,19340479
580,4,2,Mumbai,7988731
4737,1,3,Mumbai,27424705
4439,3,1,Mumbai,27618476
1664,1,4,Vizag,6678828
3122,5,4,Vizag,12788829
2917,4,2,Mumbai,20545264
2544,5,3,Bengaluru,14521162
3006,1,4,Vizag,10646267
3137,1,2,Mumbai,18051140
4364,5,3,Hyderabad,18930793
3321,4,3,Hyderabad,15293031
4688,4,4,Mumbai,30712561
2237,3,4,Bengaluru,12088222
3721,3,1,Hyderabad,16005923
2327,3,1,Vizag,8543319
1446,1,2,Chennai,6040859
3765,5,1,Vizag,14010607
3994,2,2,Hyderabad,16872287
976,5,3,Mumbai,11258344
2817,1,4,Chennai,10966749
2920,2,1,Chennai,11180491
1614,4,1,Hyderabad,8384916
3255,1,2,Chennai,12086279
4314,4,3,Chennai,18157042
2792,1,3,Hyderabad,12052677
4573,3,3,Mumbai,29021632
2171,5,4,Vizag,10747055
3410,1,3,Chennai,12897359
3323,2,4,Chennai,13509895
4723,1,2,Vizag,15248917
1794,2,3,Vizag,7109474
1579,2,2,Bengaluru,8258725
2945,1,3,Vizag,9996211
1789,1,4,Hyderabad,8580471
4102,5,1,Hyderabad,18959644
525,3,4,Mumbai,7891520
1892,2,2,Hyderabad,8764289
1738,2,1,Mumbai,11651955
3027,1,4,Bengaluru,13986881
2724,3,2,Bengaluru,13473268
1089,5,3,Mumbai,12122745
4545,4,2,Bengaluru,20499823
3561,1,3,Bengaluru,15304509
3670,5,3,Bengaluru,18563180
2112,2,1,Mumbai,13865913
4392,1,3,Vizag,14358682
4996,5,4,Hyderabad,22676940
4654,2,1,Chennai,17097163
4717,3,1,Chennai,17047658
4544,2,3,Mumbai,26418050
2517,3,4,Chennai,11142918
3705,2,2,Mumbai,23065828
1973,4,1,Vizag,8367409
3944,3,4,Bengaluru,19180170
1453,5,3,Vizag,7794379
573,2,4,Bengaluru,4956225
1485,5,1,Chennai,7993664
3529,3,4,Chennai,14152895
535,1,2,Hyderabad,3143159
4370,1,2,Chennai,16127301
3883,3,4,Bengaluru,18627829
4885,1,3,Vizag,16000753
3407,3,4,Hyderabad,15441301
4911,2,3,Vizag,16762492
4813,4,4,Mumbai,32668052
637,3,1,Chennai,3977748
4279,2,4,Bengaluru,19631498
3378,2,3,Chennai,12742946
2758,3,1,Vizag,10207185
2384,5,3,Vizag,11055317
4644,1,1,Vizag,15033295
3576,3,1,Hyderabad,15158808
3672,5,1,Hyderabad,16156321
2577,2,1,Vizag,9126785
1557,1,2,Chennai,6349169
1194,4,4,Chennai,7209493
2286,1,2,Chennai,9294171
4988,2,1,Hyderabad,19235876
944,1,3,Chennai,4647194
1453,1,3,Bengaluru,7671280
2755,2,1,Mumbai,17081443
3667,2,2,Mumbai,22850742
1884,5,4,Vizag,9559340
3156,1,3,Chennai,12031818
4757,5,3,Mumbai,32117374
2939,4,1,Bengaluru,14607841
826,4,1,Mumbai,8462575
4422,3,4,Chennai,17750360
2316,2,1,Mumbai,14511063
1467,1,4,Hyderabad,7380404
2544,4,2,Mumbai,17426565
2151,4,2,Chennai,9587837
4719,5,4,Hyderabad,21855331
974,5,1,Mumbai,10492602
830,4,3,Bengaluru,7113073
2982,2,3,Vizag,11190968
3004,3,3,Bengaluru,15189662
3414,5,4,Chennai,15225432
2779,1,3,Chennai,10920989
4414,2,2,Vizag,14790839
2146,2,1,Bengaluru,9760806
2900,2,3,Chennai,11454737
4339,2,1,Chennai,15862931
4908,2,3,Hyderabad,19944947
572,3,2,Vizag,3861107
3070,5,3,Mumbai,23298268
3878,2,4,Bengaluru,17549525
2977,5,2,Vizag,11220711
4061,5,2,Mumbai,26946094
4970,3,2,Vizag,16717236
4197,5,2,Bengaluru,21226260
2470,3,1,Bengaluru,12209915
4723,2,2,Mumbai,28166555
3583,1,2,Hyderabad,14332009
4355,2,1,Chennai,15848155
672,1,2,Vizag,3212323
4050,5,3,Mumbai,28302038
2038,4,2,Chennai,9660016
1762,3,2,Mumbai,13415315
523,3,3,Hyderabad,4691232
4075,5,2,Hyderabad,18758342
2387,3,1,Bengaluru,11563323
4498,4,2,Mumbai,30056705
3935,2,4,Hyderabad,16730407
4291,2,4,Vizag,15163465
2474,1,1,Hyderabad,9956075
2581,2,2,Chennai,10184891
2478,3,1,Vizag,9670412
2394,3,1,Bengaluru,11660815
2382,3,1,Bengaluru,11684937
4849,4,4,Vizag,17241129
3695,5,2,Hyderabad,17869264
3983,3,1,Hyderabad,16271605
1058,2,3,Hyderabad,5936163
2210,4,4,Chennai,10514025
2062,1,2,Chennai,8184134
579,2,2,Chennai,3589732
2981,1,1,Vizag,9491305
3121,4,2,Mumbai,21050812
4640,1,1,Bengaluru,18562206
1375,3,4,Mumbai,12140080
2634,3,3,Mumbai,18259168
4621,5,2,Bengaluru,22028578
2665,5,4,Bengaluru,14912697
3544,2,3,Chennai,13459653
3819,2,3,Chennai,14528119
1668,2,3,Vizag,6754254
4773,1,4,Vizag,15640578
2606,1,4,Hyderabad,11583493
2980,2,3,Mumbai,19944037
1488,3,2,Mumbai,12362499
1232,2,3,Chennai,6139852
1116,4,2,Bengaluru,7761690
3895,2,4,Mumbai,25231719
1549,1,4,Vizag,6173188
3556,5,3,Chennai,15233691
1209,2,2,Vizag,5120656
2626,5,4,Chennai,12673712
3784,3,2,Bengaluru,17615730
1304,3,1,Chennai,6264189
2244,5,3,Bengaluru,13140682
1496,2,3,Bengaluru,8469003
4564,3,2,Chennai,17487743
2629,4,2,Chennai,11657455
1828,3,4,Vizag,8296884
4287,4,4,Mumbai,29711631
945,2,1,Chennai,4793964
1293,2,3,Mumbai,10476935
2311,1,4,Vizag,8437360
569,5,2,Bengaluru,6287704
3608,3,2,Hyderabad,15098726
3161,1,1,Chennai,11267168
3865,4,1,Hyderabad,15739962
833,5,2,Vizag,5481829
1083,5,3,Bengaluru,8633381
3261,1,3,Hyderabad,13384445
1056,5,2,Hyderabad,7569071
4367,4,4,Vizag,15872828
2292,2,1,Bengaluru,10695316
2072,3,3,Hyderabad,10800573
1594,3,3,Bengaluru,9536026
4069,2,3,Chennai,15587208
4499,2,3,Vizag,16015329
3921,4,2,Hyderabad,16809365
1074,5,4,Vizag,7199031
4292,2,3,Mumbai,27819331
4962,2,2,Bengaluru,21304804
3555,4,1,Bengaluru,16304208
4942,3,3,Mumbai,30736743
3704,3,3,Hyderabad,16341345
4478,5,1,Chennai,17268539
2031,5,3,Vizag,9630475
2549,2,4,Vizag,10027459
677,2,4,Mumbai,7448116
791,5,2,Chennai,6088205
3138,5,1,Bengaluru,15888228
3777,2,3,Mumbai,24395713
1355,2,4,Hyderabad,7889573
1943,4,2,Hyderabad,10098160
4388,4,3,Chennai,17662698
2677,4,3,Vizag,10286758
4447,4,4,Chennai,18459212
2293,5,2,Vizag,9811274
3330,5,4,Bengaluru,18134289
718,3,2,Chennai,4642567
3457,4,3,Hyderabad,15401395
3282,2,4,Mumbai,21242856
4722,2,2,Mumbai,26949421
860,2,3,Chennai,4988538
3656,1,1,Bengaluru,14710909
1450,2,2,Vizag,6080227
589,2,3,Vizag,3556366
3080,4,4,Vizag,12377430
3596,5,4,Bengaluru,18723900
769,3,3,Hyderabad,5551838
1859,5,1,Mumbai,14476980
3425,2,4,Vizag,12633550
1398,2,3,Chennai,6552667
1410,5,2,Vizag,7347536
2041,5,2,Chennai,9802441
3477,3,2,Hyderabad,14870171
4817,3,4,Hyderabad,20850297
2024,2,3,Chennai,8828831
3374,1,4,Vizag,11952444
